GeneID,Symbol,Gene Name / Type
10170,DHRS9,dehydrogenase/reductase 9
4036,LRP2,LDL receptor related protein 2
129880,BBS5,Bardet-Biedl syndrome 5
10324,KLHL41,kelch like family member 41
79675,FASTKD1,FAST kinase domains 1
9360,PPIG,peptidylprolyl isomerase G
129881,CFAP210,cilia and flagella associated protein 210
493911,PHOSPHO2,"phosphatase, orphan 2"
100526832,PHOSPHO2-KLHL23,PHOSPHO2-KLHL23 readthrough
151230,KLHL23,kelch like family member 23
6741,SSB,small RNA binding exonuclease protection factor La
29081,METTL5,"methyltransferase 5, N6-adenosine"
109617017,SNORD3K,"small nucleolar RNA, C/D box 3K"
130507,UBR3,ubiquitin protein ligase E3 component n-recognin 3
140469,MYO3B,myosin IIIB
105373735,NA,NA
101929753,MYO3B-AS1,MYO3B antisense RNA 1
100130256,LOC100130256,uncharacterized LOC100130256
101926913,ERICH2-DT,ERICH2 divergent transcript
440925,LINC01124,long intergenic non-protein coding RNA 1124
389058,SP5,Sp5 transcription factor
285141,ERICH2,glutamate rich 2
2571,GAD1,glutamate decarboxylase 1
26003,GORASP2,golgi reassembly stacking protein 2
9874,TLK1,tousled like kinase 1
107983995,LOC107983995,uncharacterized LOC107983995
105373737,LOC105373737,uncharacterized LOC105373737
79828,METTL8,"methyltransferase 8, tRNA N3-cytidine"
80067,DCAF17,DDB1 and CUL4 associated factor 17
79901,CYBRD1,cytochrome b reductase 1
1781,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2
8604,SLC25A12,solute carrier family 25 member 12
105373739,LOC105373739,uncharacterized LOC105373739
105373740,LOC105373740,uncharacterized LOC105373740
8520,HAT1,histone acetyltransferase 1
254042,METAP1D,"methionyl aminopeptidase type 1D, mitochondrial"
1745,DLX1,distal-less homeobox 1
1746,DLX2,distal-less homeobox 2
104326193,DLX2-DT,DLX2 divergent transcript
105373741,LOC105373741,uncharacterized LOC105373741
107985960,LOC107985960,uncharacterized LOC107985960
105376738,NA,NA
105373742,LOC105373742,uncharacterized LOC105373742
3655,ITGA6,integrin subunit alpha 6
101929947,ITGA6-AS1,ITGA6 and PDK1 antisense RNA 1
5163,PDK1,pyruvate dehydrogenase kinase 1
91149,RAPGEF4-AS1,RAPGEF4 antisense RNA 1
11069,RAPGEF4,Rap guanine nucleotide exchange factor 4
51776,MAP3K20,mitogen-activated protein kinase kinase kinase 20
339751,MAP3K20-AS1,MAP3K20 antisense RNA 1
105373743,LOC105373743,uncharacterized LOC105373743
83879,CDCA7,cell division cycle associated 7
105373744,LOC105373744,uncharacterized LOC105373744
107985961,NA,NA
105373745,LOC105373745,uncharacterized LOC105373745
6670,SP3,Sp3 transcription factor
100128905,LINC01960,long intergenic non-protein coding RNA 1960
105373746,LOC105373746,uncharacterized LOC105373746
29789,OLA1,Obg like ATPase 1
285084,LINC01305,long intergenic non-protein coding RNA 1305
102724194,LOC102724194,uncharacterized LOC102724194
100131390,SP9,Sp9 transcription factor
9541,CIRSR,corepressor of RBPJ and splicing regulator
79634,SCRN3,secernin 3
151556,GPR155,G protein-coupled receptor 155
105373748,GPR155-DT,GPR155 divergent transcript
7456,WIPF1,WAS/WASL interacting protein family member 1
440926,H3P6,H3 histone pseudogene 6
1134,CHRNA1,cholinergic receptor nicotinic alpha 1 subunit
105373750,NA,NA
1123,CHN1,chimerin 1
1386,ATF2,activating transcription factor 2
100126350,MIR933,microRNA 933
518,ATP5MC3,ATP synthase membrane subunit c locus 3
105373752,LOC105373752,uncharacterized LOC105373752
107985962,LOC107985962,uncharacterized LOC107985962
80856,LNPK,"lunapark, ER junction formation factor"
107985830,LOC107985830,uncharacterized LOC107985830
344191,EVX2,even-skipped homeobox 2
3239,HOXD13,homeobox D13
3238,HOXD12,homeobox D12
107985805,NA,NA
3237,HOXD11,homeobox D11
3236,HOXD10,homeobox D10
3235,HOXD9,homeobox D9
100129455,LOC100129455,uncharacterized LOC100129455
3234,HOXD8,homeobox D8
100506783,HOXD-AS2,HOXD cluster antisense RNA 2
401021,LOC401021,uncharacterized LOC401021
406903,MIR10B,microRNA 10b
3233,HOXD4,homeobox D4
3232,HOXD3,homeobox D3
401022,HAGLR,HOXD antisense growth-associated long non-coding RNA
102800310,HAGLROS,HAGLR opposite strand lncRNA
3231,HOXD1,homeobox D1
102465802,MIR7704,microRNA 7704
10651,MTX2,metaxin 2
100302142,MIR1246,microRNA 1246
105373754,NA,NA
375295,LINC01116,long intergenic non-protein coding RNA 1116
102724224,LINC01117,long intergenic non-protein coding RNA 1117
105369143,LOC105369143,uncharacterized LOC105369143
101929963,LOC101929963,uncharacterized LOC101929963
105373757,LOC105373757,uncharacterized LOC105373757
107985966,NA,NA
105373756,LOC105373756,uncharacterized LOC105373756
107985965,LOC107985965,uncharacterized LOC107985965
105373760,LOC105373760,uncharacterized LOC105373760
105373759,LOC105373759,uncharacterized LOC105373759
220988,HNRNPA3,heterogeneous nuclear ribonucleoprotein A3
100616394,MIR4444-1,microRNA 4444-1
4780,NFE2L2,NFE2 like bZIP transcription factor 2
100422824,MIR3128,microRNA 3128
100130691,LOC100130691,Putative uncharacterized protein FLJ44553
102465255,MIR6512,microRNA 6512
8540,AGPS,alkylglycerone phosphate synthase
105373762,LOC105373762,uncharacterized LOC105373762
150737,IFT70B,intraflagellar transport 70B
92104,IFT70A,intraflagellar transport 70A
50940,PDE11A,phosphodiesterase 11A
105373764,PDE11A-AS1,PDE11A antisense RNA 1
129831,RBM45,RNA binding motif protein 45
114880,OSBPL6,oxysterol binding protein like 6
101927027,CHROMR,cholesterol induced regulator of metabolism RNA
8575,PRKRA,protein activator of interferon induced protein kinase EIF2AK2
494513,PJVK,pejvakin
51661,FKBP7,FKBP prolyl isomerase 7
65977,PLEKHA3,pleckstrin homology domain containing A3
100506866,TTN-AS1,TTN antisense RNA 1
7273,TTN,titin
101927055,LOC101927055,uncharacterized LOC101927055
285025,CCDC141,coiled-coil domain containing 141
105373766,LOC105373766,uncharacterized LOC105373766
91404,SESTD1,SEC14 and spectrin domain containing 1
151126,ZNF385B,zinc finger protein 385B
101927073,LOC101927073,uncharacterized LOC101927073
107985967,NA,NA
100302172,MIR1258,microRNA 1258
57703,CWC22,CWC22 spliceosome associated protein
105373767,EPCART,ERG-positive prostate cancer associated androgen responsive transcript
105373768,LOC105373768,uncharacterized LOC105373768
105373769,LOC105373769,uncharacterized LOC105373769
105373770,LOC105373770,uncharacterized LOC105373770
101669767,SCHLAP1,SWI/SNF complex antagonist associated with prostate cancer 1
105373771,LOC105373771,uncharacterized LOC105373771
105373772,UBE2E3-DT,UBE2E3 divergent transcript
10477,UBE2E3,ubiquitin conjugating enzyme E2 E3
107985831,LOC107985831,uncharacterized LOC107985831
101927156,LINC01934,long intergenic non-protein coding RNA 1934
100616213,MIR4437,microRNA 4437
3676,ITGA4,integrin subunit alpha 4
375298,CERKL,CERK like autophagy regulator
4760,NEUROD1,neuronal differentiation 1
6744,ITPRID2,ITPR interacting domain containing 2
151242,PPP1R1C,protein phosphatase 1 regulatory inhibitor subunit 1C
102724288,LOC102724288,uncharacterized LOC102724288
5136,PDE1A,phosphodiesterase 1A
101929976,LOC101929976,uncharacterized LOC101929976
54431,DNAJC10,DnaJ heat shock protein family (Hsp40) member C10
2487,FRZB,frizzled related protein
10787,NCKAP1,NCK associated protein 1
142679,DUSP19,dual specificity phosphatase 19
129401,NUP35,nucleoporin 35
105373774,NA,NA
105373775,NA,NA
105373777,LOC105373777,uncharacterized LOC105373777
102724340,LOC102724340,uncharacterized LOC102724340
105373776,LOC105373776,uncharacterized LOC105373776
100616305,MIR548AE1,microRNA 548ae-1
107985968,LOC107985968,uncharacterized LOC107985968
105373779,LOC105373779,uncharacterized LOC105373779
105373780,LOC105373780,proline-rich protein 18-like
91752,ZNF804A,zinc finger protein 804A
105373782,LOC105373782,uncharacterized LOC105373782
105373781,LOC105373781,uncharacterized LOC105373781
107985832,LOC107985832,uncharacterized LOC107985832
101927196,FSIP2-AS2,FSIP2 antisense RNA 2
107985782,NA,NA
401024,FSIP2,fibrous sheath interacting protein 2
107985781,FSIP2-AS1,FSIP2 antisense RNA 1
107985783,NA,NA
101927217,LINC01473,long intergenic non-protein coding RNA 1473
105373785,LOC105373785,uncharacterized LOC105373785
55854,ZC3H15,zinc finger CCCH-type containing 15
107985784,LOC107985784,uncharacterized LOC107985784
3685,ITGAV,integrin subunit alpha V
165215,FAM171B,family with sequence similarity 171 member B
151112,ZSWIM2,zinc finger SWIM-type containing 2
105373786,CALCRL-AS1,CALCRL and TFPI antisense RNA 1
10203,CALCRL,calcitonin receptor like receptor
7035,TFPI,tissue factor pathway inhibitor
105373788,LOC105373788,uncharacterized LOC105373788
104355152,LINC01090,long intergenic non-protein coding RNA 1090
51454,GULP1,GULP PTB domain containing engulfment adaptor 1
693146,MIR561,microRNA 561
105373790,LOC105373790,uncharacterized LOC105373790
116093,DIRC1,disrupted in renal carcinoma 1
105373791,LOC105373791,uncharacterized LOC105373791
1281,COL3A1,collagen type III alpha 1 chain
100302219,MIR1245A,microRNA 1245a
100616324,MIR1245B,microRNA 1245b
100500837,MIR3606,microRNA 3606
1290,COL5A2,collagen type V alpha 2 chain
100422908,MIR3129,microRNA 3129
101927252,NA,NA
84128,WDR75,WD repeat domain 75
30061,SLC40A1,solute carrier family 40 member 1
54529,ASNSD1,asparagine synthetase domain containing 1
110599588,ASDURF,ASNSD1 upstream open reading frame
105373793,LOC105373793,uncharacterized LOC105373793
150709,ANKAR,ankyrin and armadillo repeat containing
64172,OSGEPL1,O-sialoglycoprotein endopeptidase like 1
101409258,OSGEPL1-AS1,OSGEPL1 antisense RNA 1
94101,ORMDL1,ORMDL sphingolipid biosynthesis regulator 1
5378,PMS1,"PMS1 homolog 1, mismatch repair system component"
105373796,LOC105373796,uncharacterized LOC105373796
84281,AKAP19,A-kinase anchoring protein 19
105373795,NA,NA
2660,MSTN,myostatin
105373794,NA,NA
26275,HIBCH,3-hydroxyisobutyryl-CoA hydrolase
3628,INPP1,inositol polyphosphate-1-phosphatase
54842,MFSD6,major facilitator superfamily domain containing 6
105373802,NA,NA
100131211,NEMP2,nuclear envelope integral membrane protein 2
105376748,NEMP2-DT,NEMP2 divergent transcript
4664,NAB1,NGFI-A binding protein 1
2744,GLS,glutaminase
6772,STAT1,signal transducer and activator of transcription 1
105373805,STAT4-AS1,STAT4 antisense RNA 1
107985785,LOC107985785,uncharacterized LOC107985785
6775,STAT4,signal transducer and activator of transcription 4
105373804,LOC105373804,uncharacterized LOC105373804
4430,MYO1B,myosin IB
107985833,LOC107985833,uncharacterized LOC107985833
64859,NABP1,nucleic acid binding protein 1
105747689,NA,NA
105373811,NA,NA
105373812,LOC105373812,uncharacterized LOC105373812
729254,LOC729254,hCG2045843
8436,CAVIN2,caveolae associated protein 2
23671,TMEFF2,transmembrane protein with EGF like and two follistatin like domains 2
105373813,CAVIN2-AS1,CAVIN2 and TMEFF2 antisense RNA 1
101927366,NA,NA
105376754,NA,NA
112268441,NA,NA
64002,PCGEM1,PCGEM1 prostate-specific transcript
107985969,LOC107985969,uncharacterized LOC107985969
105373815,NA,NA
101927406,LINC01821,long intergenic non-protein coding RNA 1821
105373816,LOC105373816,uncharacterized LOC105373816
105376755,LOC105376755,uncharacterized LOC105376755
101927431,LINC01790,long intergenic non-protein coding RNA 1790
105373817,LOC105373817,uncharacterized LOC105373817
105373818,LINC01827,long intergenic non-protein coding RNA 1827
57181,SLC39A10,solute carrier family 39 member 10
56171,DNAH7,dynein axonemal heavy chain 7
107985972,LOC107985972,uncharacterized LOC107985972
105373819,NA,NA
9262,STK17B,serine/threonine kinase 17b
101927454,LOC101927454,uncharacterized LOC101927454
57520,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
101927482,HECW2-AS1,HECW2 antisense RNA 1
105373822,LOC105373822,uncharacterized LOC105373822
105373821,LOC105373821,uncharacterized LOC105373821
105373823,LOC105373823,uncharacterized LOC105373823
284992,CCDC150,coiled-coil domain containing 150
100130452,LOC100130452,uncharacterized LOC100130452
9330,GTF3C3,general transcription factor IIIC subunit 3
401027,C2orf66,chromosome 2 open reading frame 66
80055,PGAP1,post-GPI attachment to proteins inositol deacylase 1
91526,ANKRD44,ankyrin repeat domain 44
101927596,ANKRD44-AS1,ANKRD44 antisense RNA 1
105373826,NA,NA
101927547,ANKRD44-IT1,ANKRD44 intronic transcript 1
105373824,ANKRD44-DT,ANKRD44 divergent transcript
23451,SF3B1,splicing factor 3b subunit 1
80219,COQ10B,coenzyme Q10B
3329,HSPD1,heat shock protein family D (Hsp60) member 1
106635540,SNORA105B,"small nucleolar RNA, H/ACA box 105B"
100529241,HSPE1-MOB4,HSPE1-MOB4 readthrough
3336,HSPE1,heat shock protein family E (Hsp10) member 1
25843,MOB4,"MOB family member 4, phocein"
130132,RFTN2,raftlin family member 2
92935,MARS2,"methionyl-tRNA synthetase 2, mitochondrial"
66037,BOLL,boule RNA binding protein
105373828,LOC105373828,uncharacterized LOC105373828
5334,PLCL1,phospholipase C like 1 (inactive)
101927619,LINC01923,long intergenic non-protein coding RNA 1923
105373831,LOC105373831,uncharacterized LOC105373831
105373830,LOC105373830,uncharacterized LOC105373830
23314,SATB2,SATB homeobox 2
150538,SATB2-AS1,SATB2 antisense RNA 1
101927641,LINC01877,long intergenic non-protein coding RNA 1877
348751,FTCDNL1,formiminotransferase cyclodeaminase N-terminal like
101927687,LOC101927687,uncharacterized LOC101927687
205327,C2orf69,chromosome 2 open reading frame 69
129450,TYW5,tRNA-yW synthesizing protein 5
79568,MAIP1,matrix AAA peptidase interacting protein 1
105373833,LOC105373833,uncharacterized LOC105373833
26010,SPATS2L,spermatogenesis associated serine rich 2 like
107985786,NA,NA
101927741,LOC101927741,uncharacterized LOC101927741
130535,KCTD18,potassium channel tetramerization domain containing 18
151246,SGO2,shugoshin 2
316,AOX1,aldehyde oxidase 1
107161151,AOX3P-AOX2P,"AOX3P-AOX2P readthrough, transcribed pseudogene"
100507140,LINC01792,long intergenic non-protein coding RNA 1792
101927795,BZW1-AS1,BZW1 antisense RNA 1
9689,BZW1,basic leucine zipper and W2 domains 1
1195,CLK1,CDC like kinase 1
53938,PPIL3,peptidylprolyl isomerase like 3
60491,NIF3L1,NGG1 interacting factor 3 like 1
4999,ORC2,origin recognition complex subunit 2
105373835,LOC105373835,uncharacterized LOC105373835
285172,HYCC2,hyccin PI4KA lipid kinase complex subunit 2
4709,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3
105373836,LOC105373836,uncharacterized LOC105373836
8837,CFLAR,CASP8 and FADD like apoptosis regulator
65072,CFLAR-AS1,CFLAR antisense RNA 1
843,CASP10,caspase 10
841,CASP8,caspase 8
130540,FLACC1,flagellum associated containing coiled-coil domains 1
66008,TRAK2,trafficking kinesin protein 2
55437,STRADB,STE20 related adaptor beta
151254,CATSPERT,catsper channel auxiliary subunit tau
65062,TMEM237,transmembrane protein 237
58538,MPP4,MAGUK p55 scaffold protein 4
57679,ALS2,alsin Rho guanine nucleotide exchange factor ALS2
65061,CDK15,cyclin dependent kinase 15
8324,FZD7,frizzled class receptor 7
100652824,KIAA2012,KIAA2012
729224,KIAA2012-AS1,KIAA2012 antisense RNA 1
7341,SUMO1,small ubiquitin like modifier 1
51602,NOP58,NOP58 ribonucleoprotein
692110,SNORD70,"small nucleolar RNA, C/D box 70"
109616995,SNORD70B,"small nucleolar RNA, C/D box 70B"
100113392,SNORD11B,"small nucleolar RNA, C/D box 11B"
692058,SNORD11,"small nucleolar RNA, C/D box 11"
107985976,NA,NA
659,BMPR2,bone morphogenetic protein receptor type 2
150864,FAM117B,family with sequence similarity 117 member B
130026,ICA1L,islet cell autoantigen 1 like
55759,WDR12,WD repeat domain 12
79800,CARF,calcium responsive transcription factor
65065,NBEAL1,neurobeachin like 1
57404,CYP20A1,cytochrome P450 family 20 subfamily A member 1
10152,ABI2,abl interactor 2
65059,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
940,CD28,CD28 molecule
1493,CTLA4,cytotoxic T-lymphocyte associated protein 4
101927840,LOC101927840,uncharacterized LOC101927840
29851,ICOS,inducible T cell costimulator
105373845,LOC105373845,uncharacterized LOC105373845
117583,PARD3B,par-3 family cell polarity regulator beta
8828,NRP2,neuropilin 2
105373847,LOC105373847,uncharacterized LOC105373847
54891,INO80D,INO80 complex subunit D
105373848,NA,NA
4719,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1
100329109,GCSHP3,GCSH pseudogene 3
1933,EEF1B2,eukaryotic translation elongation factor 1 beta 2
26798,SNORD51,"small nucleolar RNA, C/D box 51"
619569,SNORA41,"small nucleolar RNA, H/ACA box 41"
2825,CMKLR2,chemerin chemokine-like receptor 2
101669764,CMKLR2-AS,CMKLR2 antisense RNA
57683,ZDBF2,zinc finger DBF-type containing 2
8745,ADAM23,ADAM metallopeptidase domain 23
200726,FAM237A,family with sequence similarity 237 member A
391475,DYTN,dystrotelin
130752,MDH1B,malate dehydrogenase 1B
22868,FASTKD2,FAST kinase domains 2
100423002,MIR3130-2,microRNA 3130-2
100422993,MIR3130-1,microRNA 3130-1
130749,CPO,carboxypeptidase O
8609,KLF7,KLF transcription factor 7
100423036,MIR2355,microRNA 2355
102465835,MIR7845,microRNA 7845
101927865,MYOSLID-AS1,MYOSLID antisense RNA 1
105373853,MYOSLID,"myocardin-induced smooth muscle lncRNA, inducer of differentiation"
105373852,LINC01802,long intergenic non-protein coding RNA 1802
100302130,MIR1302-4,microRNA 1302-4
105373851,LOC105373851,uncharacterized LOC105373851
1385,CREB1,cAMP responsive element binding protein 1
151194,METTL21A,"methyltransferase 21A, HSPA lysine"
102724714,LINC01857,long intergenic non-protein coding RNA 1857
151195,CCNYL1,cyclin Y like 1
7855,FZD5,frizzled class receptor 5
100616361,MIR4775,microRNA 4775
389072,PLEKHM3,pleckstrin homology domain containing M3
105373854,LOC105373854,uncharacterized LOC105373854
100507443,LOC100507443,uncharacterized LOC100507443
1421,CRYGD,crystallin gamma D
1420,CRYGC,crystallin gamma C
1419,CRYGB,crystallin gamma B
